name,link,poster_url,rating,rating_count,description,cast,comments
无忧渡,https://www.iqiyi.com/tvg/to_page_url?album_id=NTUyNzQyNDA0NDQyMDMwMQ%3D%3D&app_version=13.034.21571&ext_params=rpage%3Dpcw_home%26block%3Dpca_recommend_hot_ranklist%26rseat%3Dimage_1%26r%3D5527424044420301%26position%3D2%26a%3Dimage%26bstp%3D3%26stype%3D0%26vfrm%3Dpcw_home%26vfrmblk%3Dpca_recommend_hot_ranklist%26vfrmrst%3Dimage_1&on_record=1&timestamp=1745514026839&tv_id=ODAzNTc5NjY1MjUyNzAwMA%3D%3D&sign=F4DE6A70552399DBF8D62EAF70853864,http://pic0.iqiyipic.com/image/20250423/b9/d2/a_100512298_m_601_m10_592_333.avif,"暂无推荐分
敬请期待","暂无推荐分
敬请期待",繁华的广平城，人妖共存，妖擅长隐匿形迹，伪装成人，却不被人所知。富家千金半夏有一双奇怪的眼睛，经常能看到那些子虚乌有的影子。因为这个，无论她多么循规蹈矩、乖巧懂事，仍会被人在背地叫做“疯子”。半夏戳破了堂嫂是妖的秘密，引来追杀，就此和捉妖师宣夜相识。宣夜对半夏眼睛的轻轻一吻，让她彻底看清了这个人妖共存的世界。他们一起调查了广平城中的碧玉梨回春、九命猫换命、《广平春晓图》一日轮回等多起诡异之事后，关系日渐亲密。但宣夜背负的秘密，却将半夏一次次推开，因为他逐渐发现，自己虽身为捉妖师，却很有可能也是妖……,"林玉芬, 梁胜权, 曹华 （导演）, 黄肖英, 任嘉伦, 宋祖儿, 宣言, 范帅琦, 刘若谷, 刘琪锜, 张垒, 曹骏, 姚一奇, 赫雷, 王伊瑶, 陈家乐, 哈妮克孜, 张永刚, 张子鑫, 李彧, 魏子昕, 吴崇轩, 厉嘉琪, 孙天宇, 郭家诺, 韩帅, 霍星宇, 李进荣, 徐百慧","[{""nickname"": ""逸晨想要点一杯Mojit..."", ""user_id"": ""2402056730"", ""avatar_url"": ""https://img7.iqiyipic.com/passport/20250412/53/b8/passport_2402056730_174445290712336_130_130.jpg"", ""comment_time"": ""04-12"", ""comment_content"": ""我们宣夜又帅又飒，无忧渡剧情好吸引人，超级期待！"", ""like_count"": ""7095""}, {""nickname"": ""绛梨暮叶"", ""user_id"": ""1376886949"", ""avatar_url"": ""https://img7.iqiyipic.com/passport/20250419/36/8b/passport_1376886949_174504079398561_130_130.jpg"", ""comment_time"": ""04-12"", ""comment_content"": ""来支持祖儿啦"", ""like_count"": ""4616""}, {""nickname"": ""最喜欢追剧的朋友"", ""user_id"": ""1502321492"", ""avatar_url"": ""https://img7.iqiyipic.com/passport/20240725/0a/84/passport_1502321492_172182366178328_130_130.jpg"", ""comment_time"": ""04-12"", ""comment_content"": ""最爱的人最爱的题材…！！谁懂！！我想看！！等哭了[大哭][大哭][大哭]"", ""like_count"": ""3347""}, {""nickname"": ""折月亮咯"", ""user_id"": ""2156027249"", ""avatar_url"": ""https://img7.iqiyipic.com/passport/20220831/e2/67/passport_2156027249_166158054048193_130_130.jpg"", ""comment_time"": ""04-15"", ""comment_content"": ""谁懂啊内娱男主终于没有精致的眼妆和堪比女主华丽的造型，这才是一个穷困潦倒风餐露宿捉妖师应该有的妆造，看着太舒服了"", ""like_count"": ""753""}, {""nickname"": ""夜半三更🍂"", ""user_id"": ""1506972777"", ""avatar_url"": ""https://img7.iqiyipic.com/passport/20210824/e8/a7/passport_1506972777_162972562676391_130_130.png"", ""comment_time"": ""04-12"", ""comment_content"": ""来了！！！！！！！我的无忧渡，我的久宣夜！[色]"", ""like_count"": ""2268""}, {""nickname"": ""爱吃苹果の纳兰孟乐"", ""user_id"": ""1392991191"", ""avatar_url"": ""https://img7.iqiyipic.com/passport/20170225/73/7f/passport_1392991191_148801010419898_130_130.jpg"", ""comment_time"": ""04-12"", ""comment_content"": ""#最强捉妖搭档#宣夜终于来啦，最强捉妖师已上工，捉妖搭子在哪里～"", ""like_count"": ""2064""}, {""nickname"": ""忆江也"", ""user_id"": ""1873571609590592"", ""avatar_url"": ""https://img7.iqiyipic.com/passport/20250412/f7/75/passport_1873571609590592_174445523060943_130_130.jpg"", ""comment_time"": ""04-12"", ""comment_content"": ""又提前了 爱奇艺不会准点的"", ""like_count"": ""1336""}, {""nickname"": ""冰雪上的彩虹🌈"", ""user_id"": ""1007593292146743"", ""avatar_url"": ""https://img7.iqiyipic.com/passport/20200825/f0/88/passport_1007593292146743_159833280928543_130_130.png"", ""comment_time"": ""04-15"", ""comment_content"": ""《无忧渡》以细腻的情感刻画和深刻的人性探讨打动人心。作品通过主人公从迷茫到觉醒的心路历程，展现了现代人在精神困境中寻求解脱的普遍命题。作者巧妙运用象征手法，将\""渡\""这一意象贯穿全文，既指涉物理空间的跨越，更暗喻心灵境界的超越。叙事节奏张弛有度，既有现实主义的扎实描写，又不乏浪漫主义的诗意想象。特别是对人物内心世界的挖掘入木三分，使读者在共鸣中获得启迪。作品语言凝练优美，富有画面感的场景描写与哲理性的心理独白相得益彰，展现出作者深厚的文学功底。结尾处豁然开朗的顿悟处理得恰到好处，既避免了说教之嫌，又完美呼应了开篇的悬念，堪称当代心灵成长题材的佳作。"", ""like_count"": ""287""}, {""nickname"": ""🥝心动猕猴桃🥝"", ""user_id"": ""1623124354"", ""avatar_url"": ""https://img7.iqiyipic.com/passport/20250316/2c/fa/passport_1623124354_174212042114584_130_130.png"", ""comment_time"": ""04-12"", ""comment_content"": ""最强捉妖搭档就是我们半夏啦[色]"", ""like_count"": ""1466""}, {""nickname"": ""国产剧能不能雄起"", ""user_id"": ""821759217500453"", ""avatar_url"": ""https://img7.iqiyipic.com/passport/20200622/31/c7/passport_821759217500453_159279590653415_130_130.jpg"", ""comment_time"": ""04-12"", ""comment_content"": ""绮梦世界，妖异横行；命定宿缘，并肩捉妖。鸮吟，回春，换命，入画，双生，化妖...六大话本书写广平奇异诡话，渡人渡妖亦渡情。欢迎来看无忧渡。"", ""like_count"": ""1426""}]"
借命而生,https://www.iqiyi.com/tvg/to_page_url?album_id=MjcxOTA0MTQxMTYyMzEwMQ%3D%3D&app_version=13.034.21571&ext_params=rpage%3Dpcw_home%26block%3Dpca_recommend_hot_ranklist%26rseat%3Dimage_2%26r%3D2719041411623101%26position%3D2%26a%3Dimage%26bstp%3D3%26stype%3D0%26vfrm%3Dpcw_home%26vfrmblk%3Dpca_recommend_hot_ranklist%26vfrmrst%3Dimage_2&on_record=1&timestamp=1745514026840&tv_id=NzY4OTI2MTAwNjMyMzUwMA%3D%3D&sign=D30A8731B168EC822229E58ACCB54706,http://pic6.iqiyipic.com/image/20250423/69/b1/a_100572197_m_601_m6_592_333.avif,"暂无推荐分
敬请期待","暂无推荐分
敬请期待",九十年代初，心怀刑警理想却困守看守所的杜湘东，意外察觉在押犯徐文国、姚斌彬的非凡学识与制造能力，颇为欣赏。然而随着调查深入，两人秘密研制枪械并涉嫌杀害六机厂车间主任李超的案件浮出水面，昔日同窗刑警张向阳与自己对真相的判断截然相反，促使杜湘东孤身踏上破案之路。未料转运二犯的押解途中惊生变故，两人趁机脱逃，杜湘东竭力将姚斌彬逮捕，而徐文国则遁入茫茫人海。从此，杜湘东展开了一场对徐文国长达二十余年的追捕。这场追捕不仅渗透进他们亲人朋友的生活，甚至变成了两人命运的驱动和底色。在时代洪流的裹挟中，书写着平凡众生隐忍中的璀璨光芒，为那些扎根泥土却仰望星空的坚韧灵魂，谱就一曲荡气回肠的生命史诗。,"陆川, 秦昊, 韩庚, 钟楚曦, 史彭元, 林博洋, 柳小海, 苏小玎, 张晶伟, 艾丽娅, 梁天, 沈雨倩, 果靖霖","[{""nickname"": ""弈剑の＆听雨阁"", ""user_id"": ""5485776074803456"", ""avatar_url"": ""https://img7.iqiyipic.com/passport/20241125/4a/b1/passport_5485776074803456_173254309489024_130_130.jpg"", ""comment_time"": ""04-18"", ""comment_content"": ""有多少人是为了秦昊来的 举起手"", ""like_count"": ""2021""}, {""nickname"": ""逸晨想要点一杯Mojit..."", ""user_id"": ""2402056730"", ""avatar_url"": ""https://img7.iqiyipic.com/passport/20250412/53/b8/passport_2402056730_174445290712336_130_130.jpg"", ""comment_time"": ""04-18"", ""comment_content"": ""秦昊必看，无证之罪，猎狼者，隐秘的角落，漫长的季节，三大队，没有不好看的剧"", ""like_count"": ""611""}, {""nickname"": ""✘回忆✘"", ""user_id"": ""1258000083"", ""avatar_url"": ""https://img7.iqiyipic.com/passport/20241031/72/ff/passport_1258000083_173035484375639_130_130.jpg"", ""comment_time"": ""04-18"", ""comment_content"": ""有多少是为了过来看秦昊韩庚来的举个爪爪我看看有多少[呲牙][呲牙][呲牙]"", ""like_count"": ""265""}, {""nickname"": ""逸晨想要点一杯Mojit..."", ""user_id"": ""2402056730"", ""avatar_url"": ""https://img7.iqiyipic.com/passport/20250412/53/b8/passport_2402056730_174445290712336_130_130.jpg"", ""comment_time"": ""04-18"", ""comment_content"": ""有谁和我一样是来看秦昊的，举起小手手！"", ""like_count"": ""201""}, {""nickname"": ""喜欢骑行の司徒秀逸"", ""user_id"": ""1606101714"", ""avatar_url"": ""https://img7.iqiyipic.com/passport/20180716/2c/c1/passport_1606101714_153167012587771_130_130.jpg"", ""comment_time"": ""23小时前"", ""comment_content"": ""借命而生电视剧观后感\n\n最后一集拍的非常好，但第9集，省略了些许事情，直接到第10集，不拖沓但有点快，最后一集的拍摄手法是前面都没有运用到的，欺骗自己也欺骗了观众，然后在最后结尾交代，那个梦很真实，能让你体会要失去很重要的人，无能为力的感觉，在最绝望的时候醒来，发现最重要的就在你身边，反差极大，情感的感觉非常到位，同时又在多出暗示，重要的人确实不在，床上的枕头没有褶皱，只有声音没有其人，年龄没有变化，依旧停留在离开的年纪，同事的对象介绍，被他打断，以及环境一直没有改变，都搬去市里，而他留下来，综合之前她想去市里的想法，加上案子已破，没有留下的理由，但他还在，就有所暗示，最后一段的摄影表达都是为了前面所铺设的暗示和不合理的地方一个解释，包括用掀门帘这个动作去表达，一掀开就是一个场景，一个房间门帘被掀开，一个房间的发生的事情被演绎出来，没有连贯，而是告知你答案，又慢慢把过程慢慢道来，这种镜头很有感觉，包括前几集开始时，男主在窗口，镜头在窗外，随着镜头拉远 ，窗户栅栏将男主关在屋里，也表达了他自己人生也像在监狱里一样，画地为牢，大半辈子都在这里，没有离开过，随着最后，被拆除废弃，也预告了结局，他的牢笼被拆除他也即将从这件事物当中解脱出来，事情终将大白于天下，他的牢笼被拆除，他做最后的努力去终结，而他对抗的人终于得到了对应惩罚，他也终于认清了现实，一直陪伴他的，而他一直没有好好陪伴的 早已逝去，不见，从恍惚到恍然大悟，到最后的阳光洒在脸上，在那树林迷雾里的光终于突破那层雾，那迟来光，那个他等了半辈子的光！终于 照射到他的脸上，他的心里，至此完结。"", ""like_count"": ""2""}, {""nickname"": ""最喜欢追剧的朋友"", ""user_id"": ""1502321492"", ""avatar_url"": ""https://img7.iqiyipic.com/passport/20240725/0a/84/passport_1502321492_172182366178328_130_130.jpg"", ""comment_time"": ""04-18"", ""comment_content"": ""秦昊的剧不会差。有没有朋友跟我一样超级喜欢悬疑惊悚剧集合了"", ""like_count"": ""168""}, {""nickname"": ""舟辰化"", ""user_id"": ""1436543621281419"", ""avatar_url"": ""https://img7.iqiyipic.com/passport/20240812/ad/18/passport_1436543621281419_172343165468155_130_130.jpg"", ""comment_time"": ""04-18"", ""comment_content"": ""感觉秦昊真的可以啊，那么多悬疑剧《无证之罪》《江河水》《隐秘的角落》《三大队》《漫长的季节》，都喜欢噢，期待期待"", ""like_count"": ""83""}, {""nickname"": ""喜欢骑行の司徒秀逸"", ""user_id"": ""1606101714"", ""avatar_url"": ""https://img7.iqiyipic.com/passport/20180716/2c/c1/passport_1606101714_153167012587771_130_130.jpg"", ""comment_time"": ""23小时前"", ""comment_content"": ""借命而生电视剧观后感\n是我看完手打的有些仓促，也是想到什么说什么，请见谅\n\n最后一集拍的非常好，但第9集，省略了些许事情，直接到第10集，不拖沓但有点快，最后一集的拍摄手法是前面都没有运用到的，欺骗自己也欺骗了观众，然后在最后结尾交代，那个梦很真实，能让你体会要失去很重要的人，无能为力的感觉，在最绝望的时候醒来，发现最重要的就在你身边，反差极大，情感的感觉非常到位，同时又在多出暗示，重要的人确实不在，床上的枕头没有褶皱，只有声音没有其人，年龄没有变化，依旧停留在离开的年纪，同事的对象介绍，被他打断，以及环境一直没有改变，都搬去市里，而他留下来，综合之前她想去市里的想法，加上案子已破，没有留下的理由，但他还在，就有所暗示，最后一段的摄影表达都是为了前面所铺设的暗示和不合理的地方一个解释，包括用掀门帘这个动作去表达，一掀开就是一个场景，一个房间门帘被掀开，一个房间的发生的事情被演绎出来，没有连贯，而是告知你答案，又慢慢把过程慢慢道来，这种镜头很有感觉，包括前几集开始时，男主在窗口，镜头在窗外，随着镜头拉远 ，窗户栅栏将男主关在屋里，也表达了他自己人生也像在监狱里一样，画地为牢，大半辈子都在这里，没有离开过，随着最后，被拆除废弃，也预告了结局，他的牢笼被拆除他也即将从这件事物当中解脱出来，事情终将大白于天下，他的牢笼被拆除，他做最后的努力去终结，而他对抗的人终于得到了对应惩罚，他也终于认清了现实，一直陪伴他的，而他一直没有好好陪伴的 早已逝去，不见，从恍惚到恍然大悟，到最后的阳光洒在脸上，在那树林迷雾里的光终于突破那层雾，那迟来光，那个他等了半辈子的光！终于 照射到他的脸上，他的心里，至此完结。"", ""like_count"": ""1""}, {""nickname"": ""星辰格局"", ""user_id"": ""5463521768878848"", ""avatar_url"": ""https://img7.iqiyipic.com/passport/20241110/cb/a3/passport_5463521768878848_173116060299351_130_130.jpg"", ""comment_time"": ""04-21"", ""comment_content"": ""孙永红结婚前去崔丽珍家告别那段绝了，回忆杀直接让我哭成狗！"", ""like_count"": ""4""}]"
哈哈哈哈哈第5季,https://www.iqiyi.com/tvg/to_page_url?album_id=NDIxNjY4NTA0OTI3ODkwMQ%3D%3D&app_version=13.034.21571&ext_params=rpage%3Dpcw_home%26block%3Dpca_recommend_hot_ranklist%26rseat%3Dimage_3%26r%3D4216685049278901%26position%3D2%26a%3Dimage%26bstp%3D3%26stype%3D0%26vfrm%3Dpcw_home%26vfrmblk%3Dpca_recommend_hot_ranklist%26vfrmrst%3Dimage_3&on_record=1&timestamp=1745514026840&tv_id=Nzk5MDA3MzE5OTIyODkwMA%3D%3D&sign=09468264586A9FC892C82C7366C6E588,http://pic5.iqiyipic.com/image/20250410/33/bd/a_100596372_m_601_m6_592_333.avif,8.9,3759人评过,第五季，五哈团即将再次出发，共同探索祖国的更多未知美丽角落！期待和他们一起踏上“神金之巅”吧～,"邓超, 陈赫, 范志毅, 王勉, 马頔, 高瀚宇, 许昕, 艾福杰尼, 徐志胜, 哈妮克孜, 张颜齐, 周震南","[{""nickname"": ""A、囤里的人™"", ""user_id"": ""2423924772"", ""avatar_url"": ""https://img7.iqiyipic.com/passport/20160711/49/44/passport_2423924772_146817052295720_130_130.jpg"", ""comment_time"": ""04-20"", ""comment_content"": ""今年的五哈，感觉没有往年得好看搞笑，感觉特没意思，都是快进看。"", ""like_count"": ""282""}, {""nickname"": ""sadam.💖"", ""user_id"": ""5168609852726272"", ""avatar_url"": ""https://img7.iqiyipic.com/passport/20240731/e8/d5/passport_5168609852726272_172234070696937_130_130.jpg"", ""comment_time"": ""04-20"", ""comment_content"": ""我感觉挺好的，这是熟人局，很热闹。大家都是来帮忙的，那些感觉无聊的人能不能不要破坏啊，感觉不好看可以划走 ，没有人逼着你看 ，不要在这刷存在感[微笑][微笑][微笑][微笑]"", ""like_count"": ""224""}, {""nickname"": ""用户46ec1b68"", ""user_id"": ""1189878632"", ""avatar_url"": ""https://img7.iqiyipic.com/passport/20230215/dd/c2/passport_1189878632_167542770749785_130_130.png"", ""comment_time"": ""04-20"", ""comment_content"": ""没有之前那么好看了，质量降低了"", ""like_count"": ""113""}, {""nickname"": ""天外来物ii i"", ""user_id"": ""2241382745"", ""avatar_url"": ""https://img7.iqiyipic.com/passport/20221007/93/38/passport_2241382745_166503037458369_130_130.png"", ""comment_time"": ""04-20"", ""comment_content"": ""泼雪多有意思啊，结果不了了之了，反而那些尬游戏搞那么久"", ""like_count"": ""89""}, {""nickname"": ""倩倩哈哈哈哈"", ""user_id"": ""2486398811"", ""avatar_url"": ""https://img7.iqiyipic.com/passport/20220321/4a/23/passport_2486398811_164775810982457_130_130.jpg"", ""comment_time"": ""04-20"", ""comment_content"": ""只有我觉得这两期很尬吗[捂脸笑][捂脸笑]"", ""like_count"": ""74""}, {""nickname"": ""嘘嘘嘘嘘徐X🤫"", ""user_id"": ""5383658261306304"", ""avatar_url"": ""https://img7.iqiyipic.com/passport/20250202/c0/0b/passport_5383658261306304_173848132547353_130_130.jpg"", ""comment_time"": ""04-20"", ""comment_content"": ""#五哈5神金之巅#五哈神金特效第二弹[憨笑][笑哭]笑不活啦"", ""like_count"": ""49""}, {""nickname"": ""hanberger🍔"", ""user_id"": ""834252941821219"", ""avatar_url"": ""https://img7.iqiyipic.com/passport/20240825/a4/e8/passport_834252941821219_172446981387006_130_130.jpg"", ""comment_time"": ""04-20"", ""comment_content"": ""#五哈5神金之巅#每季都追！ 好爱！"", ""like_count"": ""44""}, {""nickname"": ""臻轸🍀"", ""user_id"": ""1635885670"", ""avatar_url"": ""https://img7.iqiyipic.com/passport/20191216/ec/de/passport_1635885670_157649487451034_130_130.jpg"", ""comment_time"": ""04-20"", ""comment_content"": ""挺好看的啊，大家为什么都这样说，大冬天的你要人家一直弄雪，感冒了可咋办，再说了超哥身体状况也不太好"", ""like_count"": ""48""}, {""nickname"": ""谢安琪给我出道"", ""user_id"": ""77734828610"", ""avatar_url"": ""https://img7.iqiyipic.com/passport/20200515/99/b0/passport_77734828610a487c8f30c1449c7f99b0_130_130.jpg?taskId=passport_1717170305_158947295322238"", ""comment_time"": ""04-20"", ""comment_content"": ""没有鹿晗在5哈终于像个正常的真人秀了"", ""like_count"": ""17""}, {""nickname"": ""接头暗号🐶"", ""user_id"": ""1364471080"", ""avatar_url"": ""https://img7.iqiyipic.com/passport/20211106/49/19/passport_1364471080_163610556221912_130_130.jpg"", ""comment_time"": ""04-20"", ""comment_content"": ""来啦来啦，居然提早发出来了[色][色]"", ""like_count"": ""34""}]"
